identifier,TopicValue2,Topic,TopicValue,Month,Publisher,Author,Title,description,february_people_cathedral_aftershocks_rubble_buildings_september,city_council_community_reports_chief_executive_government_public,aftershocks_people_house_woman_september_couple_disaster,red_zone_homes_people_areas_damage_central,february_south_pike_river_zealand_island_news_september,describes_experience_touches_sep_family_work_dunedin,eqc_work_rebuild_commission_heading_ian_homes,buildings_city_heritage_architect_notes_discusses_auckland,john_key_labelled_cup_prime_february_rugby_world_representing,buildings_time_february_ring_moon_rubble_devastated,mayor_bob_parker_mp_local_february_special_anderton,finance_government_billion_economy_bill_english_rate_bank,insurance_recent_companies_house_ami_community_company,people_woman_newspaper_reading_comments_headline_february,city_people_university_cbd_including_magnitude_effects,party_year_gas_energy_oil_leader_exploration,people_february_september_jersey_victims_replies_zealand
DCDL-0017223,4.45127436281859,red_zone_homes_people_areas_damage_central,0.451274362818591,2011-03,Northern advocate (Newspaper),"Clark, Laurence","Clark, Laurence, 1949-:[Survivors' guilt after the Christchurch earthquake] 5 March 2011","A man reads about the Christchurch earthquake in the newspaper and although he can count on two months of warm weather he feels bad suffering from survivors guilt His wife tells him that it will be raining for most of the time over the next couple of months which makes him feel better Context The Christchurch earthquake of 22 February 2011",0.301349325337331,0.00149925037481259,0.00149925037481259,0.451274362818591,0.151424287856072,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.0764617691154423,0.00149925037481259
DCDL-0017228,3.85867237687366,aftershocks_people_house_woman_september_couple_disaster,0.858672376873662,2011-03,Timaru herald (Newspaper),"Evans, Malcolm Paul","Evans, Malcolm Paul, 1945-:[Aftershock nerves in Christchurch] 3 March 2011","In the top two frames several farm animals whip round in fright and then take to their heels in mad flight In the lower frame a duck says No you dummies I said Quack quack Context The Christchurch earthquake of 22 February 2011 and the many aftershocks that have kept nerves on edge",0.00214132762312634,0.00214132762312634,0.858672376873662,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.109207708779443,0.00214132762312634,0.00214132762312634,0.00214132762312634
DCDL-0017229,8.44852282900627,buildings_city_heritage_architect_notes_discusses_auckland,0.448522829006267,2011-03,Timaru herald (Newspaper),"Evans, Malcolm Paul","Evans, Malcolm Paul, 1945-:[Planning a new Christchurch post earthquake] 4 March 2011","A man sits at his desk with an enormous sheet of blank paper headed New Christchurch before him peering over his shoulder is a huge figure probably Godley who appears to be a man from an earlier era of the history of Christchurch Context Christchurch earthquake of 22 February 2011 and the start of debate about how the city should be rebuilt The historic man suggests a strong pull to preserve historic Christchurch",0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.448522829006267,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.314234556848702,0.000895255147717099,0.224709042076992,0.000895255147717099,0.000895255147717099,0.000895255147717099
DCDL-0017229A,8.44852282900627,buildings_city_heritage_architect_notes_discusses_auckland,0.448522829006267,2011-03,Manawatu standard (Newspaper),"Evans, Malcolm Paul","Evans, Malcolm Paul, 1945-:[Planning a new Christchurch post earthquake] 4 March 2011","A man sits at his desk with an enormous sheet of blank paper headed New Christchurch before him peering over his shoulder is a huge figure probably Godley who appears to be a man from an earlier era of the history of Christchurch Context Christchurch earthquake of 22 February 2011 and the start of debate about how the city should be rebuilt The historic man suggests a strong pull to preserve historic Christchurch",0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.448522829006267,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.224709042076992,0.000895255147717099,0.314234556848702,0.000895255147717099,0.000895255147717099,0.000895255147717099
DCDL-0017230,10.9897894065093,buildings_time_february_ring_moon_rubble_devastated,0.989789406509253,2011-03,Press (Christchurch, N.Z.) (Newspaper),"Evans, Malcolm Paul","Evans, Malcolm Paul, 1945-:[Gerry Brownlee rebuilds Christchurch after the 2011 earthquake] 6 March 2011","The cartoon shows a monstrous machine with an enormous crushing ball attached to a giant crane It moves past a signpost that points towards Christchurch A man watches and tells his friend Gerry Brownlee borrowed it from Auckland Context Brownlee has caused a stir by suggesting that if he had his way some of Christchurch s older buildings would be down tomorrow He also said the price of saving some historic buildings badly damaged in the February 22 earthquake was too high",0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.989789406509253,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666
DCDL-0017230A,10.9897894065093,buildings_time_february_ring_moon_rubble_devastated,0.989789406509253,2011-03,Timaru herald (Newspaper),"Evans, Malcolm Paul","Evans, Malcolm Paul, 1945-:[Gerry Brownlee rebuilds Christchurch after the 2011 earthquake] 6 March 2011","The cartoon shows a monstrous machine with an enormous crushing ball attached to a giant crane It moves past a signpost that points towards Christchurch A man watches and tells his friend Gerry Brownlee borrowed it from Auckland Context Brownlee has caused a stir by suggesting that if he had his way some of Christchurch s older buildings would be down tomorrow He also said the price of saving some historic buildings badly damaged in the February 22 earthquake was too high",0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.989789406509253,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666
DCDL-0017230B,10.9897894065093,buildings_time_february_ring_moon_rubble_devastated,0.989789406509253,2011-03,Manawatu standard (Newspaper),"Evans, Malcolm Paul","Evans, Malcolm Paul, 1945-:[Gerry Brownlee rebuilds Christchurch after the 2011 earthquake] 6 March 2011","The cartoon shows a monstrous machine with an enormous crushing ball attached to a giant crane It moves past a signpost that points towards Christchurch A man watches and tells his friend Gerry Brownlee borrowed it from Auckland Context Brownlee has caused a stir by suggesting that if he had his way some of Christchurch s older buildings would be down tomorrow He also said the price of saving some historic buildings badly damaged in the February 22 earthquake was too high",0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.989789406509253,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666
DCDL-0017231,14.9897894065093,people_woman_newspaper_reading_comments_headline_february,0.989789406509253,2011-03,Timaru herald (Newspaper),"Evans, Malcolm Paul","Evans, Malcolm Paul, 1945-:[Loving a rock after the Christchurch earthquake] 7 March 2011","A cheerful old woman sits with a cup of tea on her sofa watching television with an enormous boulder beside her She says Big and solid it reminded me of my late husband but then I realised that in two weeks it hasn t once broken wind belched or called for a beer or gone and changed the channel and I think I m in love The little Evans man says Stone me Context The Christchurch earthquake of 22 February 2011 Some people remain cheerful and optimistic in spite of dreadfully difficult conditions",0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.989789406509253,0.000638162093171666,0.000638162093171666,0.000638162093171666
DCDL-0017231A,14.9897894065093,people_woman_newspaper_reading_comments_headline_february,0.989789406509253,2011-03,Manawatu standard (Newspaper),"Evans, Malcolm Paul","Evans, Malcolm Paul, 1945-:[Loving a rock after the Christchurch earthquake] 7 March 2011","A cheerful old woman sits with a cup of tea on her sofa watching television with an enormous boulder beside her She says Big and solid it reminded me of my late husband but then I realised that in two weeks it hasn t once broken wind belched or called for a beer or gone and changed the channel and I think I m in love The little Evans man says Stone me Context The Christchurch earthquake of 22 February 2011 Some people remain cheerful and optimistic in spite of dreadfully difficult conditions",0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.989789406509253,0.000638162093171666,0.000638162093171666,0.000638162093171666
DCDL-0017239,12.2835314091681,finance_government_billion_economy_bill_english_rate_bank,0.283531409168082,2011-03,Listener (Serial),"Slane, Christopher","Slane, Christopher, 1957-:[Christchurch earthquake and politics] 4 March 2011","A policeman stops a queue of politicians at a checkpoint presumably to the Red Zone in Christchurch saying Sorry no politics past this point In the queue are Prime Minister John Key Minister of Finance Bill English carrying a ledger leader of ACT Rodney Hide wearing his yellow jacket and carrying an axe and a saw and lastly leader of the Labour Party Phil Goff Context the Christchurch earthquake of 22 February 2011 and the danger of political point scoring rather than serious co operative work to rebuild Christchurch",0.000565930956423316,0.000565930956423316,0.000565930956423316,0.198641765704584,0.000565930956423316,0.000565930956423316,0.0854555744199208,0.000565930956423316,0.142048670062252,0.000565930956423316,0.000565930956423316,0.283531409168082,0.000565930956423316,0.0854555744199208,0.000565930956423316,0.198641765704584,0.000565930956423316
DCDL-0017240,3.41980474198047,aftershocks_people_house_woman_september_couple_disaster,0.419804741980474,2011-03,Press (Christchurch, N.Z.) (Newspaper),"Nisbet, Alastair","Nisbet, Alistair, 1958-:[The value of old technology in natural disasters] 3 March 2011","The cartoon shows a room full of dying electronic gadgets including a television sound system a digital phone a computer etc and a wood burning stove a candle an analogue phone and a barbecue that are old technology and so very useful after the Christchurch earthquake of 22 February 2011 The barbecue says How can we retire These youngsters can t cut it",0.00139470013947001,0.00139470013947001,0.419804741980474,0.00139470013947001,0.0711297071129707,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.419804741980474,0.00139470013947001,0.0711297071129707,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001
DCDL-0017242,1.48050389922016,february_people_cathedral_aftershocks_rubble_buildings_september,0.480503899220156,2011-03,Press (Christchurch, N.Z.) (Newspaper),"Nisbet, Alastair","Nisbet, Alistair, 1958-:The advantages of life in Christchurch during the earthquakes and aftershocks] 4 March 2011","Text across the top of the cartoon reads You know you live in Christchurch when Six cameos then explore elements of quake humour including You can stir a cup of coffee without a spoon after 30 years you finally know your neighbours the latest fitness craze is sandba a couple shovel a heap of liquefaction to music from their transistor everyone gets to drive a slalom someone weaves along a road avoiding cracks and mud in their car there s a craze in unique garden features a longdrop has been dug in the garden and lastly you have tea under a doorframe a couple eats and drinks under a doorframe for safety Context the Christchurch earthquake of 22 February 2011",0.480503899220156,0.000599880023995201,0.360527894421116,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.0305938812237553,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.120575884823035,0.000599880023995201,0.000599880023995201
DCDL-0017244,4.37827715355805,red_zone_homes_people_areas_damage_central,0.378277153558052,2011-02,Press (Christchurch, N.Z.) (Newspaper),"Nisbet, Alastair","Nisbet, Alistair, 1958-:[Looters after the Christchurch earthquake] 26 February 2011","Several rats that represent looters scramble among the debris left after the Christchurch earthquake of 22 February 2011",0.00374531835205993,0.00374531835205993,0.00374531835205993,0.378277153558052,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.378277153558052,0.191011235955056,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993
DCDL-0017245,5.78357235984355,february_south_pike_river_zealand_island_news_september,0.783572359843546,2011-01,Sunday star times (Newspaper),"Nisbet, Alastair","Nisbet, Alistair, 1958-:[Mother Nature cooks up a menu of disasters] 14 January 2011","A monster cook who represents Mother Nature stirs several pots as storms swirl outside the window She has a list of recipes that read earthquake entree tornado twisties blizzard Bolognese volcanic mudcake flood fondue cyclone souffle she says Mmmm what shall I cook up next Context the bad weather and the Christchurch earthquake that have afflicted the South Island recently",0.00130378096479791,0.00130378096479791,0.00130378096479791,0.196870925684485,0.783572359843546,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791
DCDL-0017246,1.81897491821156,february_people_cathedral_aftershocks_rubble_buildings_september,0.818974918211559,2011-03,Southland times (Newspaper),"Winter, Mark","Winter, Mark 1958-:[Search for survivors of Christchurch earthquake called off] 4 March 2011","Three versions of a cartoon on survivors of the Christchurch earthquake The published version shows the Christchurch Anglican Cathedral in ruins with the word survivors printed over the top and fading out to the right One version just features the fading word survivors and the other includes the news that the search has been called off",0.818974918211559,0.00109051254089422,0.110141766630316,0.00109051254089422,0.0556161395856052,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0017247,1.89303079416532,february_people_cathedral_aftershocks_rubble_buildings_september,0.893030794165316,2011-03,Southland times (Newspaper),"Winter, Mark","Winter, Mark 1958-:Red & black - Kia kaha Christchurch. 5 March 2011","The cartoon has stripes above the words RED BLACK kia kaha Christchurch Context red and black are the Canterbury colours the cartoon is a tribute to the people of Christchurch after the disastrous earthquake of 22 February 2011 Kia kaha means forever strong",0.893030794165316,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.0826580226904376,0.00162074554294976
DCDL-0017250,9.38276990185387,john_key_labelled_cup_prime_february_rugby_world_representing,0.382769901853871,2011-03,Otago daily times (Newspaper),"Smith, Hayden James","Smith, Hayden James, 1976- :Shared stand still. 2 March 2011","A large group of people stand on a huge sundial in a pattern that forms a map of New Zealand the hand of the sundial casts a shadow that falls on nine minutes to one Context the people of New Zealand maintained a vigil of two minutes silence at 12 51 on 1 March which was exactly a week after the Christchurch earthquake of 22 February struck",0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.32824427480916,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.382769901853871,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.273718647764449,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0017252,12.4372955288986,finance_government_billion_economy_bill_english_rate_bank,0.437295528898582,2011-03,Otago daily times (Newspaper),"Tremain, Garrick","Tremain, Garrick 1941-:[Christchurch earthquake hastens curbs on government spending] 6 March 2011","Text reads Collateral damage A couple stand looking at a broken column surrounded by fallen masonry text on the column reads Curbs on govt spending The man says It s a shame It was due to be unveiled in a few weeks Links the damage from the Christchurch earthquake with the wider economic outlook and government spending",0.273718647764449,0.00109051254089422,0.00109051254089422,0.273718647764449,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.437295528898582,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0017255,4.38276990185387,red_zone_homes_people_areas_damage_central,0.382769901853871,2011-03,Marlborough Express (Newspaper),"Bromhead, Peter","Bromhead, Peter, 1933-:Earthquake refugees heading out of Christchurch - motorist refugees heading to Christchurch for cheap fuel. 9 March 2011","The cartoon shows one car heading out of Christchurch and another heading into Christchurch Two roadsigns read Earthquake refugees heading out of Christchurch and Motorist refugees heading to Christchurch for cheap petrol Context many people are leaving Christchurch after the 22 February earthquake so called quake refugees but others are coming into Christchurch to benefit from cheap fuel",0.00109051254089422,0.00109051254089422,0.00109051254089422,0.382769901853871,0.00109051254089422,0.00109051254089422,0.219193020719738,0.00109051254089422,0.164667393675027,0.219193020719738,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0017257,12.7577169481654,finance_government_billion_economy_bill_english_rate_bank,0.757716948165405,2011-03,Marlborough Express (Newspaper),"Bromhead, Peter","Bromhead, Peter, 1933-:[Interest rates and the economy] 11 March 2011","Representing the economy a man on a high trapeze grabs desperately for a rope representing interest rates The pole from which his high wire is suspended is made up of several broken pieces taped together with No 8 wire they represent food prices fuel hikes earthquakes and recession and are capped with a flag that represents the dollar Context The Reserve Bank has made a relatively large 50 point cut in its benchmark interest rate the Official Cash Rate from 3 to 2 5 per cent",0.0005824111822947,0.0588235294117647,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.14618520675597,0.0005824111822947,0.0005824111822947,0.757716948165405,0.0297029702970297,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947
DCDL-0017262,13.5349219391947,insurance_recent_companies_house_ami_community_company,0.534921939194741,2011-03,Northern advocate (Newspaper),"Hubbard, James","Hubbard, James, 1949- : Quake may cost insurance co's up to $16B. 6 March 2011","A man representing New Zealand reads a newspaper whose headline is Quake may cost insurance co s up to 16B Above him is an enormous mosquito that represents increased premiums and is about to suck the blood out of him it casts a huge menacing shadow in which the man stands Context Insurance companies have experienced massive losses after the Canterbury earthquake This may ultimately result in higher premiums as insurance companies try to recoup from their loss",0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.452752670501233,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.534921939194741,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086
DCDL-0017263,9.47925973197192,john_key_labelled_cup_prime_february_rugby_world_representing,0.479259731971921,2011-03,Northern advocate (Newspaper),"Hubbard, James","Hubbard, James, 1949- :ACC takes earthquake hit. 7 March 2011","A man walks away from a scene of destruction he is reading a newspaper whose headline is ACC takes earthquake hit and because he is not looking where he is going he is about to step into the sea in which lurks a shark that represents levies A second version has the shark representing Nick Smith Context The second Christchurch earthquake Levy changes from April 1 will give businesses discounts or penalties on their workplace ACC levies based on a three year claims history but ACC Minister Nick Smith said today that the quake would be declared an adverse event so Christchurch employers would not be unfairly hit with a levy increase unless they contributed materially to an employee s injuries",0.0325462667517549,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.0644543714103382,0.479259731971921,0.415443522654754,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666
DCDL-0017264,1.62150982419855,february_people_cathedral_aftershocks_rubble_buildings_september,0.621509824198552,2011-03,Northern advocate (Newspaper),"Hubbard, James","Hubbard, James, 1949- :[New Gov. Gen. has unshakeable belief in New Zealanders in the face of the Christchurch earthquakes] 8 March 2011","As a man representing Christchurch stands up to his knees in liquefaction as another aftershock hits and he reads a newspaper which has one headline reading More severe aftershocks in Christchurch and a second headline that reads I have an unshakeable belief in New Zealanders says next Gov Gen Context Two earthquakes and hundreds of aftershocks have hit Christchurch The new Governor General is Lieutenant General Jerry Mateparae",0.621509824198552,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.156153050672182,0.00103412616339193,0.207859358841779,0.00103412616339193,0.00103412616339193,0.00103412616339193
DCDL-0017266,12.8494623655914,finance_government_billion_economy_bill_english_rate_bank,0.849462365591398,2011-03,Northern advocate (Newspaper),"Hubbard, James","Hubbard, James, 1949- :[Official Cash Rate cut] 10 March 2011","Finance Minister Bill English scratches his head in confusion as he stands up to his chest in earthquake rubble that represents the economy Allan Bollard the Governor of the Reserve Bank appears in gumboots asking if he can help with rebuilding by making an OCR cut he holds a collection box labeled OCR cut The Reserve Bank has made a relatively large 50 point cut in its benchmark interest rate the Official Cash Rate from 3 to 2 5 per cent",0.142048670062252,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.849462365591398,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316
DCDL-0017272,12.9936432260628,finance_government_billion_economy_bill_english_rate_bank,0.993643226062773,2011-03,Press (Christchurch, N.Z.) (Newspaper),"Evans, Malcolm Paul","Evans, Malcolm Paul, 1945-:Reserve Bank governor moves to restore confidence after the quake. 11 March 2011","Governor of the Reserve Bank Allan Bollard holds a spade over his shoulder and a roll of toilet paper in his hand Text reads Reserve Bank governor moves to restore confidence after the quake and Bollard says past the silver beet left at the last of the beans and it s right by the caulis The little Evans man says What a relief Toilets have been a real problem after the earthquakes with thousands of chemical toilets and portaloos being shipped in The Reserve Bank has made a relatively large 50 point cut in its benchmark interest rate the Official Cash Rate from 3 to 2 5 per cent The Reserve Bank has chosen to focus on the immediate impact of the earthquake on the economy and particularly on business confidence and consumer sentiment",0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.993643226062773,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679
DCDL-0017272A,12.9936432260628,finance_government_billion_economy_bill_english_rate_bank,0.993643226062773,2011-03,Timaru herald (Newspaper),"Evans, Malcolm Paul","Evans, Malcolm Paul, 1945-:Reserve Bank governor moves to restore confidence after the quake. 11 March 2011","Governor of the Reserve Bank Allan Bollard holds a spade over his shoulder and a roll of toilet paper in his hand Text reads Reserve Bank governor moves to restore confidence after the quake and Bollard says past the silver beet left at the last of the beans and it s right by the caulis The little Evans man says What a relief Toilets have been a real problem after the earthquakes with thousands of chemical toilets and portaloos being shipped in The Reserve Bank has made a relatively large 50 point cut in its benchmark interest rate the Official Cash Rate from 3 to 2 5 per cent The Reserve Bank has chosen to focus on the immediate impact of the earthquake on the economy and particularly on business confidence and consumer sentiment",0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.993643226062773,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679,0.000397298371076679
DCDL-0017275,8.40376007162041,buildings_city_heritage_architect_notes_discusses_auckland,0.403760071620412,2011-03,Sunday star times (Newspaper),"Nisbet, Alastair","Nisbet, Alistair, 1958-: NZ city strengthening? 6 March 2011","Text at the top of the cartoon reads NZ city strengthening A composite city it includes the Beehive Christchurch Cathedral and the Skytower is enclosed in a glass dome and balanced on huge springs intended to make it earthquake resistant rocks as another aftershock hits Since the 22 February earthquake there has been great emphasis on making heritage buildings that are rebuilt and all new buildings earthquake resistant",0.224709042076992,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.403760071620412,0.269471799462847,0.090420769919427,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099
DCDL-0017276,5.54178957718781,february_south_pike_river_zealand_island_news_september,0.541789577187807,2011-03,Press (Christchurch, N.Z.) (Newspaper),"Nisbet, Alastair","Nisbet, Alistair, 1958-: Christchurch displays portaloos... 8 March 2011","Text at top left reads Christchurch display portaloos Four different styles of portaloo are shown the Merivale the Sumner the Heritage and the Eastsider someone inside the Eastsider says At least I m open plan AND mobile Context After the Christchurch earthquakes one of the problems is lack of toilets and many portaloos and chemical toilets have been sent to Christchurch A website showusyourlongdrop co nz has been developed by Christchurch man Jason Moore",0.000983284169124877,0.295968534906588,0.148475909537856,0.000983284169124877,0.541789577187807,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877
DCDL-0017277,8.41837509491268,buildings_city_heritage_architect_notes_discusses_auckland,0.41837509491268,2011-03,Press (Christchurch, N.Z.) (Newspaper),"Nisbet, Alastair","Nisbet, Alistair, 1958-: [Debate about the fate of heritage buildings after the Christchurch earthquake] 10 March 2011","Text at top left reads Don t forget rubbish day The cartoon is a large wheelie bin stacked high with debris from old dunger buildings Someone in a damaged house nearby says Good riddance Context is reports that Earthquake Recovery Minister Gerry Brownlee may or may not have actually used the words old dungers to describe some of Christchurch s heritage buildings that are not worth keeping Debate about which heritage buildings should be kept and which demolished has begun along with debate about how the city should be rebuilt",0.000759301442672741,0.000759301442672741,0.0766894457099468,0.342444950645406,0.152619589977221,0.000759301442672741,0.000759301442672741,0.41837509491268,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741
DCDL-0017281,5.60119940029985,february_south_pike_river_zealand_island_news_september,0.60119940029985,2011-03,Southland times (Newspaper),"Winter, Mark","Winter, Mark, 1958-: [Downsizemic activity - interest rates fall] 11 March 2011","Text top left reads Downsizemic activity and a seismic graph zigzags wildly but gradually tails off into the words Interest rates which take a serious downwards trend Context The Christchurch earthquakes of 4 September 2010 and 22 February 2011 which have had an impact on an already stagnating economy",0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.60119940029985,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.376311844077961,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259
DCDL-0017282,12.4250141482739,finance_government_billion_economy_bill_english_rate_bank,0.425014148273911,2011-03,National Business Review (Newspaper),"Brockie, Robert Ellison","Brockie, Robert Ellison, 1932-:[The New Zealand ship of state] 4 March 2011","A ship named NZ Ship of State lies high and dry on rocks the great jagged holes in her represent the recession Pike River Chch 1 and Chch 2 A man standing nearby asks How will we refloat her and a second man answers by cutting Working for Families interest free student loans Someone outside the frame says Where s the No 8 wire Context is the New Zealand economy and the impact of the Recession Christchurch earthquakes of 4 September 2010 and 22 February 2011 and the Pike River Mine disaster before that",0.000565930956423316,0.000565930956423316,0.142048670062252,0.000565930956423316,0.113752122241087,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.425014148273911,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.000565930956423316,0.311827956989247
DCDL-0017287,4.45151105096978,red_zone_homes_people_areas_damage_central,0.451511050969779,2011-03,Manawatu standard (Newspaper),"Evans, Malcolm Paul","Evans, Malcolm Paul, 1945-: Bad news for Christchurch playing areas. 12 March 2011","Text reads Bad news for Christchurch playing areas On the left is a man wearing the Canterbury colours and carrying a flag he looks upset about AMI Stadium being red stickered On the right is a prostitute who looks very upset as she hears that Manchester Street has been red stickered The little Evans man in the corner says Red light red carded from the red zone Context The AMI Stadium was supposed to be the venue for the Rugby World Cup in Christchurch a decision made on 16 March was made that Christchurch was not in a position to host the RWC With Manchester St on the city side of Bealey Ave cordoned off street workers have been working from more residential areas",0.0004510599909788,0.0004510599909788,0.0004510599909788,0.451511050969779,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.406405051871899,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0004510599909788,0.0681100586377988,0.0004510599909788,0.0004510599909788,0.0681100586377988
