ID,identifier,PublishingDate,Date (DDMMYYYY),Month,Issued,Publisher,Author,Author (detailed),Title,description,Titel_quake,cera,aftershock,red-zone,liquefaction,Brownlee,BobParker,christchurchANDrebuild,eqc,canterburyANDquake,christchurchANDquake,EQ_Score,Summary_Score
30582,INNZ-30582,20110305,05/03/2011,2011-03,"""5 Mar 2011; p.B5-6""","""Dominion post (Wellington, N.Z.)""","""Van den Bergh, Roeland""","""Roeland van den Bergh""","""Quake set to hit premiums; Scale of destruction means many will suffer because of long rebuild time""","""Examines the issue of insurance and earthquakes and the financial consequences for insurance companies and their reinsurers that have arisen as a result of the two catastrophic earthquakes that have severely damaged Christchurch and parts of Canterbury. Notes Chris Ryan (Insurance Council chief executive) is of the view that because reinsurance makes up a large part of insurance companies' costs he expects the increases in reinsurance prices will be passed on to customers through higher premiums. Notes the issue of people and corporations who are under insured and the consequences of having to wait a long time for houses and business premises to be rebuilt.""",1,0,0,0,0,0,0,0,0,1,1,0.2727272727272727,0.3
30585,INNZ-30585,20110306,06/03/2011,2011-03,"""6 Mar 2011; p.D4-5""","""Sunday star times""","""Ninness, Greg""","""Greg Ninness""","""Auckland's quake fix go-slow""","""Examines the safety of Auckland buildings in the wake of the recent earthquake in Christchurch. Notifies of delays in risk assessment due to the super city amalgamation. Outlines the city's Earthquake Prone Buildings Policy. Compares the differing building policies of councils depending on the earthquake risk of the area they control. Notes the number of buildings considered by Auckland City Council to be at risk.""",1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.2
30768,INNZ-30768,20110228,28/02/2011,2011-02,"""28 Feb 2011; v.134 n.5606:p.4-7""","""MG business""","""Head, Warren""","""Warren Head""","""Disaster strikes at recovery""","""Assesses the current economic situation, given the likelihood of a 'double-dip' recession, the Pike River Mine and Christchurch earthquakes disasters and other economic factors. Seeks comment from several economists and economic analysts about whether the economy is improving or getting worse.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
30801,INNZ-30801,20110228,28/02/2011,2011-02,"""28 Feb 2011; v.134 n.5606:p.16,18""","""MG business""","""Fletcher, Richard""","""Richard Fletcher""","""Earthquake law - the debate continues; Earthquake update""","""Comments further on the current law being used to deal with the effects of the earthquake on 4 Sep 2010. Cites concern expressed by the Auckland District Law Society and other lawyers that the powers granted in the Act (CERRA) go further than any previous legislation, including the Public Safety Conservation Act 1932. Includes an update noting that this column was written before the more destructive earthquake of 22 Feb 2011.""",1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.1
31054,INNZ-31054,20110309,09/03/2011,2011-03,"""9 Mar 2011; p.30""","""Otago daily times""","""Ireland, Kieran""","""Kieran Ireland, Alex Lister and Brooke Roberts""","""[Secondary scene : East Otago High School]; Martinborough moods a feast for the senses; Christchurch casualties not forgotten; A dark day""","""Features creative writing and art from four East Otago High School pupils, including observations of a visit to Martinborough, a report and a poem on the Christchurch earthquake, and artwork by Sarah Law about her holiday from Dunback to Wellington in early 2010.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
31393,INNZ-31393,20110312,12/03/2011,2011-03,"""12 Mar 2011; p.A11""","""Dominion post (Wellington, N.Z.)""","""Francis, Clio""","""Clio Francis and John Hartevelt""","""Into the breach""","""Profiles six people who have key roles in the aftermath of the earthquake. Talks to the coroner, the chief executive of energy company Orion NZ Ltd, the NZ Police Superintendent and night commander, the director of special operations for the Fire Service, the Civil Defence national controller and the Labour MP for Christchurch Central.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
31401,INNZ-31401,20110312,12/03/2011,2011-03,"""12 Mar 2011; p.A7""","""Press (Christchurch, N.Z.)""","""Francis, Clio""","""Clio Francis and John Hartevelt""","""Broad shoulders to carry city forward""","""Profiles six people who have key roles in the aftermath of the earthquake. Talks to the coroner, the chief executive of energy company Orion NZ Ltd, the NZ Police Superintendent and night commander, the director of special operations for the Fire Service, the Civil Defence national controller and the Labour MP for Christchurch Central.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
31412,INNZ-31412,20110312,12/03/2011,2011-03,"""12 Mar 2011; p.B1-2""","""Dominion post (Wellington, N.Z.)""","""Burgess, Dave""","""Dave Burgess""","""Shuddering in Wellington; The Cuba St Quarter""","""Focuses on the concern surrounding the city's earthquake-prone buildings in light of the deadly 22 February 2011 Christchurch Earthquake. Talks to Wellington Mayor Celia Wade-Brown about the restrengthening timeframes for the city's earthquake-prone buildings. Looks at what makes a building earthquake-prone and what buildings are required to withstand. Presents a map of the earthquake-prone buildings in the Cuba Street area.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
31415,INNZ-31415,20110312,12/03/2011,2011-03,"""12 Mar 2011; p.A13""","""Press (Christchurch, N.Z.)""","""Todd, Rebecca""","""Rebecca Todd""","""Health service ready to help mentally scarred""","""Reports that health professionals in the region are preparing for an influx of people who will need help to cope with the trauma of the earthquakes. Seeks comment from Prof Mark Creamer, director of the Australian Centre for Post-Traumatic Mental Health, about the range of responses people have to disastrous events, and the importance of having fun to improve wellbeing. Cites remarks from Canterbury District Health Board chief of psychiatry Sue Nightingale. Talks to some people who survived the earthquake about how they are faring. Speaks to pharmacist Don Sache about the increase in demand for tranquillisers or sleeping pills.""",0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.1
31449,INNZ-31449,20110312,12/03/2011,2011-03,"""12 Mar 2011; p.C4-5""","""Press (Christchurch, N.Z.)""","""Gorman, Paul,""","""Paul Gorman""","""What's next?; Ring predictions play on fears""","""Asks earthquake experts for their assessment of whether a third big earthquake is likely, particularly given the existence of a previously hidden fault that ruptured on 26 Dec 2010, causing a magnitude 4.9 earthquake that caused significant damage to or weakening of buildings in the central business district. Notes the ethical and political difficulties for scientists in determining what information to impart and when. Talks to GNS Science natural hazards manager Dr Kelvin Berryman, visiting Pennsylvania State University geologist Prof Kevin Furlong and University of Canterbury geological sciences Prof Jarg Pettinga. Cites comment from Christchurch Mayor Bob Parker about the need for a thorough survey of geological hazards before considering a multibillion-dollar rebuild. Asks some of these people to comment on the prediction by Auckland weather forecaster Ken Ring of another major earthquake in the region on 20 Mar 2011.""",0,0,0,0,0,0,1,1,0,1,1,0.36363636363636365,0.4
31469,INNZ-31469,20110312,12/03/2011,2011-03,"""12 Mar 2011; p.8""","""Press (Christchurch, N.Z.)""","""De Bueger, John""","""John De Beuger [De Bueger]""","""Lessons of hindsight in rebuild""","""Comments on the lessons that should be learned in rebuilding the central business district (CBD) of the city following the latest large earthquake on 22 Feb 2011. Recalls a reprint of an old colonial drawing showing the  landscape of the Canterbury Plains in the early 1850s, depicting low-lying swampland that later became the CBD. Notes that the areas worst affected by the earthquake are located in these old marshes. Offers advice to town planners in the city. Cautions that Hamilton and Whanganui also have similar landscapes so building codes should be updated.""",0,0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.1
31496,INNZ-31496,20110312,12/03/2011,2011-03,"""12 Mar 2011; p.C23""","""Press (Christchurch, N.Z.)""","""Stewart, Tamlyn""","""Tamlyn Stewart""","""Tech firm brushes off quake""","""Showcases the visual-simulation specialist firm that is continuing to hire staff despite having to abandon its leased premises in the cordoned-off section of the central business district after the 22 Sep 2011 earthquake. Talks to company founder Sam Chaffey about its business activities in NZ and overseas.""",1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.1
31517,INNZ-31517,20110313,13/03/2011,2011-03,"""13 Mar 2011; p.A3""","""Sunday star times""","""Gadd, David""","""David Gadd""","""Jo flees NZ quake for ordeal in Japan""","""Jo flees NZ quake for ordeal in Japan""",1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.1
31525,INNZ-31525,20110313,13/03/2011,2011-03,"""13 Mar 2011; p.A6""","""Sunday star times""","""Wall, Tony""","""Tony Wall""","""Forgotten people are forgotten again""","""Follows the plight of Bexley residents in Seabreeze Close since September, the time of the first major earthquake to hit Christchurch. Reports they continue to live like refugees in ruined homes a full five months after the Canterbury earthquake liquified their street. Stresses the growing anger at the lack of action over thier plight.""",0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.2
31658,INNZ-31658,20110313,13/03/2011,2011-03,"""13 Mar 2011; p.C1,4-5""","""Sunday star times""","""Dudding, Adam""","""Adam Dudding""","""Christchurch 2016; Beginner's guide to rebuilding; Welcome to our Christchurch; Voices from abroad""","""Looks at how Christchurch city is going to rebuild and recounts what happen in the case of Napier after the 1931 earthquake flattened the city. Notes the debate about the realities of knocking down buildings, whether repair is possible for some heritage buildings is growing and a decision about whether to build high or low also has to be made. Features comment from Norman Foster (British architect), Hank Dittmar (chief executive of Prince Charles's conservation minded Foundation for the Built Environment) and Simon Jenkins (UK journalist). Includes interviews of ten prominent NZers who give a wide range of personal views about what shape the city of Christchurch should take.""",0,0,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.2
31765,INNZ-31765,20110319,19/03/2011,2011-03,"""19 Mar 2011; v.228 n.3697""","""Listener (Wellington, N.Z.)""","""MacFie, Rebecca""","""Rebecca MacFie""","""'We are just shattered'""","""Portrays life in Christchurch two weeks after the big quake hit it. Shows residents such as Brian Frisken (74, Bexley) and Barbara Kerr (Aranui) coping with living in the aftermath, and describes community support and efforts to recover. Discusses the problem of temporary housing with winter approaching.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
31928,INNZ-31928,20110319,19/03/2011,2011-03,"""19 Mar 2011; v.228 n.3697""","""Listener (Wellington, N.Z.)""","""Priestley, Rebecca,""","""Rebecca Priestley""","""Aftershock zone""","""Discusses the state of earthquake prediction.  Looks at a Geonet model used by Matt Gerstenberger of GNS Science to show earthquake and aftershock probabilities in Canterbury, describing their use in wake of the recent pair of earthquakes and the possibility of the Alpine Fault triggering an even larger earthquake. Looks at the possible use of warning time given by an early warning system.""",0,0,1,0,0,0,0,0,0,1,0,0.18181818181818182,0.1
31963,INNZ-31963,20110319,19/03/2011,2011-03,"""19 Mar 2011; v.228 n.3697""","""Listener (Wellington, N.Z.)""","""Easton, B. H.""","""Brian Easton""","""Quakenomics""","""Discusses the pitfalls of the idea of 'GDP' (gross domestic product), looking at the effects of the Christchurch earthquake as an example.""",1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.2
31970,INNZ-31970,20110319,19/03/2011,2011-03,"""19 Mar 2011; v.228 n.3697""","""Listener (Wellington, N.Z.)""","""White, Xanthe""","""Xanthe White""","""New shoots""","""Gives a personal account of being caught up in the earthquake in Christchurch while being involved with the Ellerslie Flower Show. Draws inspiration from Christchurch's image as a garden city.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
32129,INNZ-32129,20110312,12/03/2011,2011-03,"""12 Mar 2011; sup.p.16""","""Press (Christchurch, N.Z.)""","""Anderson, Vicki""","""Vicki Anderson""","""Big little girl band""","""Talks to Lisa Blatchford, bassist and vocalist for the Auckland-based trio that started in Christchurch as 'Starlett'. Backgrounds the work that has gone into their debut album, recorded in Los Angeles. Mentions what happened to her family after the 22 Feb 2011 earthquake.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
32219,INNZ-32219,20110319,19/03/2011,2011-03,"""19 Mar 2011; p.B1""","""Dominion post (Wellington, N.Z.)""","""Harris, Catherine""","""Catherine Harris""","""Skilled in action; Firms look overseas amid looming skills shortage""","""Looks at the current skills shortage in NZ and what is being done to address it. Talks to the former world champion discus thrower, now the chief executive of Best Pasifika Leadership Academy, about her own  upskilling plan and the focus of the Academy. Seeks comment from others in the building, engineering, hospitality and IT sectors, as well as spokespersons from the recruitment and industry training sectors and ANZ chief economist Cameron Bagrie. Informs that construction and infrastructure firms are likely to form alliances with international companies to provide the skilled labour necessary to rebuild Christchurch.""",0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.1
32297,INNZ-32297,20110312,12/03/2011,2011-03,"""12 Mar 2011; p.47""","""Otago daily times""","""Price, Mark""","""Mark Price""","""Finding solid ground""","""Speaks to two families who have been displaced by the Christchurch earthquake about their plans for the future. Notes that the region has 'quietly absorbed' hundreds, and possibly thousands, of Christchurch residents, some of whom are likely to remain in Otago.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
32348,INNZ-32348,20110319,19/03/2011,2011-03,"""19 Mar 2011; p.A9""","""New Zealand herald""","""Masters, Catherine""","""Catherine Masters""","""City unites on day of healing""","""Describes the service held in Hagley Park in memory of the February 22 2011 earthquake, featuring parts of speeches given by Mayor Bob Parker, Ngai Tahu elder Henare Rakiihia, and Prince William. Relays the experience of some of the families of those killed in the earthquake.""",0,0,0,0,0,0,1,0,0,0,0,0.09090909090909091,0.1
32383,INNZ-32383,20110319,19/03/2011,2011-03,"""19 Mar 2011; p.A20-23""","""New Zealand herald""","""Barton, Chris""","""Chris Barton""","""Building on shaky ground""","""Explores the options being considered for rebuilding Christchurch after its two earthquakes. Describes the damage, the most prominent weaknesses, and restoration efforts, as they relate to the city's affected suburbs, hills, and CBD area. Raises questions about the destruction, restoration or rebuilding of heritage and central city buildings. Quotes the views of Compusoft Engineering director Barry Davidson on seismic engineering, lack of political will to enforce building standards, and the need to check engineer's designs. Illustrates a model of a resilient house designed by Copeland Associates Architects.""",0,0,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.2
32782,INNZ-32782,20110320,20/03/2011,2011-03,"""20 Mar 2011; p.A11""","""Sunday star times""","""Pepperell, Susan""","""""","""The rise of the cake-stall nation""","""Talks to the head of the Christchurch Earthquake Appeal Mark Weldon about the funds raised so far. Touches on the effect of the earthquake and tsunami in Japan.  Names the three main funds to which people can contribute, and outlines what the money is being spent on.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
32806,INNZ-32806,20110320,20/03/2011,2011-03,"""20 Mar 2011; p.C5""","""Sunday star times""","""Dudding, Adam""","""Adam Dudding""","""Power struggle""","""Profiles the CEO of Orion about his role in restoring electricity to Christchurch after its earthquakes. Talks about his hero status in the city and his career in the electricity sector. Touches on his salary, famous family members and why he is an energy-conscious person.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
32841,INNZ-32841,20110320,20/03/2011,2011-03,"""20 Mar 2011; sup.p.10-13""","""Sunday star times""","""Moore, Johnny""","""Johnny Moore""","""Black Tuesday""","""Provides a diary of his days following the earthquake, starting at the Goodbye Blue Monday live music venue in Christchurch that he co-owns with his parents and siblings.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
33077,INNZ-33077,20110319,19/03/2011,2011-03,"""19 Mar 2011; p.23""","""Otago daily times""","""Mackenzie, Dene""","""Dene Mackenzie""","""Interim 'villages' of units planned; Logistics of rehousing Christchurch will be daunting""","""Examines the tender document proposal from the Dept of Building and Housing for 'imminent' temporary accommodation in the city following the two earthquakes. Describes the three stages being assessed. Talks to Dunedin builders and Dunedin City Council economic development manager Peter Harris about the logistical difficulties of housing displaced Christchurch residents.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
33083,INNZ-33083,20110319,19/03/2011,2011-03,"""19 Mar 2011; p.47""","""Otago daily times""","""Price, Mark""","""Mark Price""","""A ring of truth?""","""Focuses on the prediction by Auckland weather forecaster Ken Ring that Christchurch would experience another large earthquake on 20 Mar 2011. Talks to him about public reaction to his prediction, including death threats. Seeks comment from ACC Minister Nick Smith and several scientists who refute his methods and dismiss his predictions as misguided and irresponsible. Speaks to Victoria University psychologist Assoc Prof Marc Wilson about the results of his 2008 study into beliefs. Includes other tried but unproven ways of predicting the future.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
33089,INNZ-33089,20110319,19/03/2011,2011-03,"""19 Mar 2011; p.48""","""Otago daily times""","""Porteous, Debbie""","""Debbie Porteous""","""26 days later ...""","""Talks to local residents in Christchurch and Lyttelton to see how they are faring after the second major earthquake since 4 Sep 2010. Sums up the situation.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
33214,INNZ-33214,20110314,14/03/2011,2011-03,"""14 Mar 2011; v.134 n.5607:p.4-7""","""MG business""","""Birss, Neill""","""Neill Birss""","""Financing the rebuild""","""Looks at ways in which Christchurch can help pay its share of the bill for the February 22 earthquake.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
33216,INNZ-33216,20110326,26/03/2011,2011-03,"""26 Mar 2011; p.A8-9""","""Dominion post (Wellington, N.Z.)""","""Sharpe, Marty""","""Marty Sharpe""","""What Napier can teach Christchurch about rebuilding; Need for haste balanced with the need for preservation""","""Focuses on three lessons that Christchurch can learn from Napier, which recovered quickly after their city was ruined in a 7.9 magnitude earthquake, 3 Feb 1931. Cites an 1997 paper by economist Simon Chapple, estimating the economic impact of the Napier quake. Seeks comment on this paper from NZ Institute of Economic Research principal economist Shamubeel Eaqub, who emphasises the relevance of these findings to Christchurch. Speaks to Hawke's Bay museum and art gallery programmes leader Eloise Taylor, curator of an exhibition on the rebuilding of Napier. Talks to the retired architect who lived through the Feb 1931 earthquake, who comments on the situation and the parallels between the cities.""",0,0,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.2
33219,INNZ-33219,20110327,27/03/2011,2011-03,"""27 Mar 2011; n.338:p.11-12""","""New Zealand herald""","""Jackson, Kerri""","""Kerri Jackson""","""The second course""","""Talks to the first winner of the Masterchef television cooking programme, Brett McGregor, about his experience of the Christchurch earthquakes and his first cookbook.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
33265,INNZ-33265,20110402,02/04/2011,2011-04,"""2 Apr 2011; v.228 n.3699""","""Listener (Wellington, N.Z.)""","""MacFie, Rebecca""","""Rebecca MacFie""","""Blast those barricades""","""Portrays the frustration of Christchurch business owners whose CBD buildings have been barred by Civil Defence authorities, though journalists and dignitaries can participate in inner city guided tours. Talks to business owners - Gerald Westenra, David Collins, Joe Arts and Nicky Arts and Andrew Wheeley and Adele Wheeley - about how the ban has affected their businesses. Conveys criticism of and praise for the Canterbury Business Recovery service. Outlines plans for the central business district that are similar to those carried out in Napier after the 1931 earthquake.""",0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.2
33267,INNZ-33267,20110314,14/03/2011,2011-03,"""14 Mar 2011; v.134 n.5607:p.12-13""","""MG business""","""Hutching, Chris""","""Chris Hutching""","""Déjà vu with a vengeance""","""Discusses the damaged caused to Christchurch after the Feb 2011 earthquake and estimates the cost to rebuild.""",0,0,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.2
33351,INNZ-33351,20110110,10/01/2011,2011-01,"""10 Jan 2011; p.A2""","""New Zealand herald""","""Booker, Jarrod""","""Jarrod Booker""","""Mum who lost family in quake wants to help""","""Mum who lost family in quake wants to help""",1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.1
33436,INNZ-33436,20110319,19/03/2011,2011-03,"""19 Mar 2011; p.C1, 3-5""","""Press (Christchurch, N.Z.)""","""McCrone, John""","""John McCrone""","""Ultimate makeover""","""Looks at earthquake damage in Christchurch. Assesses potential future hazards and design principles, including ideas about precincts, low rise blocks, parks, land ownership, car parking and urban villages.  Reveals University of Canterbury Vice-Chancellor Rod Carr's suggestion for developing Christchurch central. Emphasises the need for consultation on masterplans for rebuilding. Presents a debate over ways to stimulate commercial activity in the CBD, focusing on rent levels.""",0,0,0,0,0,0,0,1,0,1,1,0.2727272727272727,0.3
33472,INNZ-33472,20110326,26/03/2011,2011-03,"""26 Mar 2011; p.C3""","""Press (Christchurch, N.Z.)""","""Matthews, Philip""","""Philip Matthews""","""Treasured through the written word""","""Reflects on the role of writers in capturing memories of parts of the city that have been lost after the 22 Feb 2011 earthquake. Sums up a Kim Hill with the Christchurch-born and -raised author about 'the solace of art and literature', referring to several books about the city and the poems 'Pause' and 'Response' by Mary Ursula Bethell. Describes other books that have their settings in Christchurch after a telephone conversation with the author.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
33481,INNZ-33481,20110326,26/03/2011,2011-03,"""26 Mar 2011; p.C4-5""","""Press (Christchurch, N.Z.)""","""Matthews, Philip""","""Philip Matthews""","""Act of God?""","""Investigates the devastating impact of the 4 Sep 2010 and 22 Feb 2011 earthquakes on churches in the city, and the questions and challenges now faced by clergy and congregations.  Speaks to Anglican Bishop of Christchurch Victoria Matthews, The Rev Lynda Patterson, Catholic Bishop of Christchurch Barry Jones and The Rev Martin Stewart.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
33484,INNZ-33484,20110319,19/03/2011,2011-03,"""19 Mar 2011; p.C6""","""Press (Christchurch, N.Z.)""","""Van Beynen, Martin""","""Martin van Beynen""","""Realism in the wake of the earthquake""","""Suggests, now that most services are running again in Christchurch, it may be time to focus on  achievements made since the earthquakes. Considers the effects of not holding World Cup rugby games in the city. Notes the differing ways in which community links are severed.""",1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.2
33494,INNZ-33494,20110326,26/03/2011,2011-03,"""26 Mar 2011; p.C8""","""Press (Christchurch, N.Z.)""","""Laing, Sahera""","""Sahera Laing""","""Tame the internal beast""","""Offers practical advice to Cantabrians on methods of getting the body back in balance to cope with the stress of the earthquakes and the constant aftershocks. Explains the role of adrenalin, serotonin, dopamine and endophins.""",0,0,1,0,0,0,0,0,0,0,0,0.09090909090909091,0
33502,INNZ-33502,20110326,26/03/2011,2011-03,"""26 Mar 2011; p.C24""","""Press (Christchurch, N.Z.)""","""Steeman, Marta""","""Marta Steeman""","""Quake a tale of two cities for business; Message to business; How does the end of the subsidy affect your business?""","""Reports on the status of businesses in the city as a result of the earthquake, based on a poll quoted this week by business leaders. Signals that the Government payroll and job loss subsidies package would be winding up. Lists key points made by Earthquake Recovery Minister Gerry Brownlee, Acting Minister of Economic Development David Carter, and Canterbury Employers Chamber of Commerce chief executive Peter Townsend. Talks to the owners of Switch Espresso, Pastel Shoe Dyers and Red Furniture about their situation.""",1,0,0,0,0,1,0,0,0,1,0,0.2727272727272727,0.3
33526,INNZ-33526,20110319,19/03/2011,2011-03,"""19 Mar 2011; p.C20""","""Press (Christchurch, N.Z.)""","""Harris, Catherine""","""Catherine Harris""","""Skilled in action; Firms look overseas for skills""","""Looks at the current skills shortage in NZ and what is being done to address it. Talks to the former world champion discus thrower Beatrice Faumuina, now the chief executive of Best Pasifika Leadership Academy, about her own upskilling plan and the focus of the Academy. Seeks comment from others in the building, engineering, hospitality and IT sectors, as well as spokespersons from the recruitment and industry training sectors and ANZ chief economist Cameron Bagrie. Informs that construction and infrastructure firms are likely to form alliances with international companies to provide the skilled labour necessary to rebuild Christchurch.""",0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.1
34063,INNZ-34063,20110304,04/03/2011,2011-03,"""4 Mar 2011; p.A8""","""Press (Christchurch, N.Z.)""","""Dally, Joelle""","""""","""Tragic face of quake to be laid to rest; Baker who predicted shake a 'great guy' - colleague""","""Tragic face of quake to be laid to rest; Baker who predicted shake a 'great guy' - colleague""",1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.1
34066,INNZ-34066,20110305,05/03/2011,2011-03,"""5 Mar 2011; p.A9""","""Press (Christchurch, N.Z.)""","""Ensor, Blair""","""""","""Family lays 'face of the quake' to rest""","""Family lays 'face of the quake' to rest""",1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.1
34196,INNZ-34196,20110402,02/04/2011,2011-04,"""2 Apr 2011; p.A32""","""New Zealand herald""","""Hewitson, Michele""","""/ interviewed by Michele Hewitson""","""Dick Scott""","""Talks to the historian, former journalist and communist who donated a Don Binney painting ('Kotare over the Ratana Church') to the Christchurch earthquake recovery, and which was subsequently actioned for $270,000, about his generosity and his writing.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
34206,INNZ-34206,20110403,03/04/2011,2011-04,"""3 Apr 2011; n.339:p.35""","""New Zealand herald""","""Bradley, Lisa""","""Lisa Bradley""","""Bright lights, uncaring city""","""Considers whether Auckland has been less supportive than other areas of appeals to assist Christchurch after the latest  earthquake. Talks to John Paul Moss about his failed attempt to organise a charity concert in Auckland. Seeks comment from Christchurch comedian Gary McCormick about his views on assistance given to the city.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
34381,INNZ-34381,20110402,02/04/2011,2011-04,"""2 Apr 2011; p.A4""","""Press (Christchurch, N.Z.)""","""Hartevelt, John""","""John Hartevelt""","""Democracy sidelined under Cera""","""Details the powers that the Cabinet has agreed to invest in the chief executive of Cera (Canterbury Earthquake Recovery Authority). Considers the effect of this relinquishing of control coming on the heels of the Government's sacking of Environment Canterbury in 2010.  Describes the development of an inner city earthquake recovery plan, led by the City Council, to which Christchurch residents will be able to contribute, as well a community forum, noting these fora will act as checks on Cera's power.""",0,1,0,0,0,0,0,0,0,1,1,0.2727272727272727,0.3
34494,INNZ-34494,20110402,02/04/2011,2011-04,"""2 Apr 2011; p.B5-6""","""Dominion post (Wellington, N.Z.)""","""Harris, Catherine""","""Catherine Harris""","""A policy of no tears after calamity; Beware of cheap insurance policies without first checking for 'fishhooks'""","""Investigates whether people can afford to be without insurance cover after the Christchurch earthquake. Talks to the Wairarapa woman whose rented house was destroyed by fire in 2006. Seeks views of Insurance Council chief executive Chris Ryan, Kapiti financial adviser Liz Koh, business development manager Terri Carrick and Insurance and Savings Ombudsman Karen Stevens. Discusses the relatively common practice among celebrities to insure body parts. Speaks to a specialist broker about the dearth of 'personal accident' insurance in NZ. Estimates 'multi-policy' insurance premiums for a hypothetical family of four living in Johnsonville.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
34897,INNZ-34897,20110328,28/03/2011,2011-03,"""28 Mar 2011; v.134 n.5608:p.4-7""","""MG business""","""De Lacy, Hugh""","""Hugh de Lacy""","""Quake rocks retail revival""","""Assesses the effect on the retail trade of the 22 Feb earthquake in Christchurch. Seeks comment from Retailers Association chief executive John Albertson on his outlook for the retail sector.  Celebrates the rise in prices enjoyed in the dairy, wool and lamb sectors, and anticipates benefits for retail and hospitality sectors associated with the Football World Cup starting on 9 Sept.""",1,0,0,0,0,0,0,0,0,0,1,0.18181818181818182,0.2
35202,INNZ-35202,20110409,09/04/2011,2011-04,"""9 Apr 2011; p.A6""","""Dominion post (Wellington, N.Z.)""","""Newton, Kate""","""Kate Newton""","""Learning to live with loss of a limb""","""Focuses on the relatively common procedure of limb amputation. Finds that every year nearly 400 people lose limbs, mainly because of vascular problems or diabetes. Talks about the physical and emotional impact of the loss on amputees with experts such as Karen Michalanney, a field officer for the Amputee Society of Wellington, and Philippa Williams, a physiotherapist at the Wellington Artificial Limb Centre. Speaks to double-amputee Ben Hekenui about how his life changed after losing his legs in a baling machine. Briefly explains how a lower leg is amputated. Mentions the case of Brian Coker who had both legs amputated to free him from rubble after the 22 February 2011 Christchurch earthquake.""",0,0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.1
35350,INNZ-35350,20110416,16/04/2011,2011-04,"""16 Apr 2011; v.228 n.3701:p.26-27""","""Listener (Wellington, N.Z.)""","""MacFie, Rebecca""","""Rebecca Macfie""","""Frustration grows""","""Criticises the government's response to the Christchurch earthquakes. Alleges that the Canterbury Earthquake Recovery Authority demonstrates a good example of how not to run a recovery. Stresses the need for the organisation to be flexible, open and capable of engaging with local community leaders. Highlights the plight of residents in the badly-hit eastern suburbs, some of whom are still waiting for running water to be restored.""",0,0,0,0,0,0,0,0,0,1,1,0.18181818181818182,0.2
