identifier,TopicValue2,Topic,TopicValue,Record.Index,origin_url,title,Date,Month,Cartoonists,Publisher,Republished,Page.no,description,Authorities,SubjectAuthorities,NameAuthorities,EQPred_RingKen,Brownlee,KeyJohn,ParkerRobert,CHCHCityCouncil,EnglishSimon,MarryattTony,RingKen,SouthCanterburyFinanceLtd,CERA,AMI,ChristchurchCathedral,BuildingsEarthquakeEffect,Aftershocks,BuildingsRepairReconstruction,CityPlanning,Disasters_PsychologicalAspects,Sewerage,InfrastructureEconomics,Courage,World.Cup,EconomicCondition,people_business_cbd_large_red_zone_owners_house,rubble_time_title_pm_plan_people_toilet,red_city_areas_red_zone_liquefaction_black_wearing,people_rescue_arm_surrounded_weeks_rubble_hand,finance_bill_english_holds_economy_large_represents_chch,portaloo_damage_house_toilet_portaloos_problems_back,buildings_march_huge_caused_kiwi_city_japan,aftershocks_word_liquefaction_aftershock_humour_version_great,buildings_people_heading_building_rebuild_refugees_city,move_zone_homes_orange_people_june_made,rugby_government_damage_cost_billion_auckland_prime,south_island_finance_reading_represents_damage_hit,bob_parker_mayor_elections_anderton_local_body_october,people_moon_asks_ken_ring_day_replies_predictions,cera_recovery_eqc_house_prime_work_shipping,council_city_government_tony_marryatt_pay_rise_comments_public,insurance_ami_companies_home_damage_version_company
DCDL-0017165,12.8662053056517,south_island_finance_reading_represents_damage_hit,0.866205305651672,60,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1409999,"Bromhead, Peter, 1933-:[Earthquakes and Pike River Mine disasters] 25 February 2011",25/02/2011,2011-02,"Bromhead, Peter",Marlborough Express (Newspaper),0,"ME 6","A man representing the South Island stands under an umbrella representing hope to shelter from a bucketload of water representing misfortune Context in the last year apart from the usual droughts and floods the South Island has suffered the Pike River Mine disaster on 19 November 2010 in which 29 coal miners were killed the 7 1 earthquake on 4 September 2010 and now on 22 February 2011 a 6 3 magnitude earthquake","Pike River Coal Company (name_authority) # Courage (subject_authority)","Courage (subject_authority)","Pike River Coal Company (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.116493656286044,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.866205305651672,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558
DCDL-0017166,12.768479776848,south_island_finance_reading_represents_damage_hit,0.768479776847978,41,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1410002,"Evans, Malcolm Paul, 1945-:[Christchurch earthquakes and Pike River Mine] 24 March 2011",25/02/2011,2011-02,"Evans, Malcolm Paul",Timaru herald (Newspaper),1,"MS 12; TH 7","The cartoon shows the hands of two people joined in mutual despair and kindness One represents Christchurch and the other the Pike River Mine Context the 22 February earthquake in Christchurch and the Pike River Mine disaster which occurred on the West Coast on 19 November 2010 and caused the deaths of 29 coal miners","Pike River Coal Company (name_authority) # Empathy (subject_authority) # Pike Stream (place_authority) # Coal mine accidents - New Zealand (subject_authority)","Empathy (subject_authority) # Coal mine accidents - New Zealand (subject_authority)","Pike River Coal Company (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210599721059972,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.768479776847978,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001
DCDL-0017168,4.49082007343941,people_rescue_arm_surrounded_weeks_rubble_hand,0.490820073439412,1,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1410005,"Scott, Thomas, 1947- :[Christchurch earthquake] 25 February 2011",25/02/2011,2011-02,"Scott, Thomas",Dominion post (Newspaper),1,"DP B6 (& 3.1.12 B4)","The cartoon shows a digger dredging through the rubble and digging up a red heart representing hope Tom Scott doesn t use colour so this is significant A rescuer nearby yells Careful It s still beating Context is the earthquake on 22 February 2011 There were many people trapped in collapsed buildings with people holding out hopes of late rescues","Search and rescue operations (subject_authority)","Search and rescue operations (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.490820073439412,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.490820073439412,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834
DCDL-0017169,7.52623688155922,buildings_march_huge_caused_kiwi_city_japan,0.52623688155922,26,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1410006,"Tremain, Garrick, 1941-:[Christchurch earthquake puts things in perspective] 24 February 2011",25/02/2011,2011-02,"Tremain, Garrick",Otago daily times (Newspaper),0,"ODT 10","Two men sit safe amongst the devastation of an earthquake surrounded by collapsed buildings and crushed cars one has his head in his hands and the other says Remind me what we were all arguing about before all this Context is the Christchurch earthquake on 22 February 2011 and the new perspective it has given residents","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.0764617691154423,0.00149925037481259,0.00149925037481259,0.52623688155922,0.00149925037481259,0.376311844077961,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259
DCDL-0017170,11.4068071312804,rugby_government_damage_cost_billion_auckland_prime,0.406807131280389,36,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1410008,"Winter, Mark 1958-:The earth takes... the world gives [Christchurch earthquake] 25 February 2011",25/02/2011,2011-02,"Winter, Mark",Southland times (Newspaper),0,"ST 6","Text reads The earth takes the world gives The cartoon shows an image of the globe with New Zealand in the centre the continents seem to have formed themselves into a grieving face and arms which reach out to New Zealand Context on 22 February 2011 a 6 3 magnitude earthquake struck in Christchurch causing severe damage","Generosity (subject_authority) # Disaster relief (subject_authority)","Generosity (subject_authority) # Disaster relief (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162074554294976,0.163695299837925,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.406807131280389,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.406807131280389
DCDL-0017173,4.69874476987448,people_rescue_arm_surrounded_weeks_rubble_hand,0.698744769874477,18,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1410408,"Tremain, Garrick, 1941- :[Heroes in the Christchurch earthquake] 25 February 2011",26/02/2011,2011-02,"Tremain, Garrick",Otago daily times (Newspaper),0,"ODT 42","A search and rescue worker and a volunteer dig amongst the ruins of a building A woman nearby weeps and the man comforting her comments and to think we believed sports stars were our national heroes Context is the Christchurch earthquake of 22 February 2011 which has caused severe damage and the sense of perspective it has given residents","Heroes (subject_authority) # Search and rescue operations (subject_authority) # Volunteer workers in search and rescue operations (subject_authority)","Heroes (subject_authority) # Search and rescue operations (subject_authority) # Volunteer workers in search and rescue operations (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.698744769874477,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.280334728033473,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001
DCDL-0017174,7.68392370572207,buildings_march_huge_caused_kiwi_city_japan,0.683923705722071,4,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1411164,"Bromhead, Peter, 1933-:[Christchurch earthquake] 28 February 2011",28/02/2011,2011-02,"Bromhead, Peter",Marlborough Express (Newspaper),0,"ME 6","A man representing Christchurch kneels on the floor and tips out the pieces of the broken heart jigsaw He wonders where to start Context is the 22 February 2011 6 3 magnitude earthquake in Christchurch and the challenge of repair","Courage (subject_authority)","Courage (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.683923705722071,0.00272479564032698,0.138964577656676,0.00272479564032698,0.00272479564032698,0.138964577656676,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698
DCDL-0017177,4.53086419753086,people_rescue_arm_surrounded_weeks_rubble_hand,0.530864197530864,48,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1411170,"Evans, Malcolm Paul, 1945-:[Christchurch earthquake and the New Zealand flag]. 26 February 2011",26/02/2011,2011-02,"Evans, Malcolm Paul",Timaru herald (Newspaper),1,"MS 14; TH 10","The cartoon shows New Zealand s flag but it has lost one of its four stars Down in the lower right corner a group of rescue workers using cranes a cherry picker and a long ladder have the fourth star and are replacing it on the flag Context is the 22 February 2011 earthquake in Christchurch","Flags - New Zealand (subject_authority) # Emergency management (subject_authority) # Earthquake damage (subject_authority)","Flags - New Zealand (subject_authority) # Emergency management (subject_authority) # Earthquake damage (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017636684303351,0.178130511463845,0.0017636684303351,0.530864197530864,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.2663139329806,0.0017636684303351
DCDL-0017178,7.64991896272285,buildings_march_huge_caused_kiwi_city_japan,0.649918962722852,3,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1411173,"[Christchurch earthquake] 27 February 2011",28/02/2011,2011-02,"Evans, Malcolm Paul",Timaru herald (Newspaper),0,"TH 7","The word CANTERBURY is printed in large letters on the cartoon in the province s red and black stripes The CAN part of the name is in larger print and is above the rest of the word Context is 22 February 2011 earthquake struck in Christchurch The cartoon refers to reports of the courage generosity and can do attitude of the people has been wonderful","Courage (subject_authority)","Courage (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.244732576985413,0.00162074554294976,0.0826580226904376,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.649918962722852,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976
DCDL-0017179,13.6499189627229,bob_parker_mayor_elections_anderton_local_body_october,0.649918962722852,25,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1393828,"Evans, Malcolm Paul, 1945-:[Courage in the Christchurch earthquake] 28 February 2011",01/03/2011,2011-03,"Evans, Malcolm Paul",Manawatu standard (Newspaper),0,"MS 8","The cartoon shows a row of gold statuettes of Christchurch Mayor Bob Parker smiling and holding a shovel these are The Bob Awards for supporting roles in Christchurch Context the earthquake on 22 February 2011 in Christchurch Bob Parker has been seen to be a tireless and cheerful mayor in extraordinary circumstances","Parker, Robert John (Sir), 1953- (name_authority) # Awards (subject_authority) # Courage (subject_authority) # Heroes (subject_authority)","Awards (subject_authority) # Courage (subject_authority) # Heroes (subject_authority)","Parker, Robert John (Sir), 1953- (name_authority)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.325769854132901,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.649918962722852,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976
DCDL-0017181,4.55927475592748,people_rescue_arm_surrounded_weeks_rubble_hand,0.559274755927476,28,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1393834,"Hawkey, Allan Charles 1941-:[Looting after the Christchurch earthquake] 25 February 2011",25/02/2011,2011-02,"Hawkey, Allan Charles",Waikato times (Newspaper),0,"WT 6","A policeman and his dog stop outside a house wrecked in the Christchurch earthquake and phone for assistance saying Have found signs of low life because he can see Christchurch looting in progress Context is the Christchurch earthquake on 22 February 2011 and subsequent reports of looting","Pillage (subject_authority)","Pillage (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419804741980474,0.00139470013947001,0.00139470013947001,0.559274755927476,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001
DCDL-0017185,7.90794979079498,buildings_march_huge_caused_kiwi_city_japan,0.907949790794979,2,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1411183,"Slane, Christopher, 1957-:[Christchurch earthquake] 26 February 2011",05/03/2011,2011-03,"Slane, Christopher",Listener (Serial),0,"L 15","The letters CHCH are built from broken masonry and stand amongst the chaos of broken buildings It is the usual acronym for the city of Christchurch here however it stands for catastrophe havoc care help Context is the 22 February 2011 6 3 magnitude earthquake in Christchurch","Disaster relief (subject_authority)","Disaster relief (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.907949790794979,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.0711297071129707,0.00139470013947001,0.00139470013947001
DCDL-0017187,7.68928220255654,buildings_march_huge_caused_kiwi_city_japan,0.689282202556539,47,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1411201,"Winter, Mark, 1958-:[Christchurch earthquake and the Black Caps] 26 February 2011",26/02/2011,2011-02,"Winter, Mark",Southland times (Newspaper),0,"ST 6","Text reads Ricky Ponting said his team would show respect for those affected by the Christchurch earthquake and treat the Black Caps like brothers A kiwi Black Cap is startled as a cricket ball bounces off his head Context Captain Ricky Ponting said he and his team were saddened by the news of the devastation that hit New Zealand on Tuesday Christchurch earthquake 22 February 2011 He said the Australian cricket team will show respect for those affected by the Christchurch earthquake when they take the field against New Zealand in Nagpur today",,,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.689282202556539,0.000983284169124877,0.000983284169124877,0.0501474926253687,0.000983284169124877,0.246804326450344,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877
DCDL-0017200,7.678916827853,buildings_march_huge_caused_kiwi_city_japan,0.678916827852998,29,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1402032,"Smith, Hayden James, 1976-:[Christchurch Cathedral after the earthquake] 23 February 2011",23/02/2011,2011-02,"Smith, Hayden James",Otago daily times (Newspaper),0,"ODT 18","The cartoon shows the Christchurch Cathedral surrounded by rubble and with its steeple gone The bell lies on the ground and pieces of broken stone form the word tragedy Context The Christchurch earthquake 22 February 2011","Christchurch Cathedral (Christchurch, N.Z.) (name_authority) # Buildings - Earthquake effects (subject_authority)","Buildings - Earthquake effects (subject_authority)","Christchurch Cathedral (Christchurch, N.Z.) (name_authority)",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.0986460348162476,0.00193423597678917,0.00193423597678917,0.678916827852998,0.195357833655706,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917
DCDL-0017203,4.36297828335057,people_rescue_arm_surrounded_weeks_rubble_hand,0.362978283350569,16,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1412530,"Hubbard, James, 1949- :[Christchurch earthquake relief funds] 27 February 2011",28/02/2011,2011-02,"Hubbard, James",Northern advocate (Newspaper),0,"NA A6","A newspaper lying on the boardroom table has a headline reading Top NZ companies planning contributions to earthquake relief A group of CEOs at a high level meeting react badly when the chair reports that Some comedian suggested we CEOs donate our salary increases and bonuses But now moving on to serious matters Context Some big companies like Fletcher Building General Motors and others have pledged substantial money to the Christchurch earthquake relief funds","Disaster relief (subject_authority) # Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority)","Disaster relief (subject_authority) # Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.362978283350569,0.311271975180972,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.156153050672182,0.00103412616339193,0.00103412616339193,0.156153050672182
DCDL-0017204,4.94952681388013,people_rescue_arm_surrounded_weeks_rubble_hand,0.949526813880126,7,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1412532,"Hubbard, James, 1949- :[Courage after the Christchurch earthquake] 28 February 2011",01/03/2011,2011-03,"Hubbard, James",Otago daily times (Newspaper),1,"ODT 8; NA 6","An arm representing the Citizens Volunteers of Christchurch offers an Oscar Award for True Grit Context Admiration at the way the people and the volunteers have managed after the Christchurch earthquake of 22 February 2011 True Grit is an American Western film","Courage (subject_authority) # Search and rescue operations (subject_authority) # Resilience (Personality trait) # Awards (subject_authority)","Courage (subject_authority) # Search and rescue operations (subject_authority) # Courage (subject_authority) # Awards (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.949526813880126,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211
DCDL-0017205,1.69319492502883,people_business_cbd_large_red_zone_owners_house,0.693194925028835,5,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1412533,"Hubbard, James, 1949- :[Christchurch earthquake] 1 March 2011",02/03/2011,2011-03,"Hubbard, James",Northern advocate (Newspaper),0,"NA A6","As a man and a woman walk along the man comments that for 2 minutes yesterday people were joined as one in a spirit of caring and thoughtful reflection The woman speaking about their personal life wonders why they only ever manage 2 minutes of that Context at 12 51 pm on Tuesday 1 March 2011 exactly a week after the catastrophic Christchurch earthquake of 22 February all of New Zealand stopped for two minutes silence","Memorials (subject_authority)","Memorials (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693194925028835,0.00115340253748558,0.00115340253748558,0.0588235294117647,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.231833910034602,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558
DCDL-0017206,5.36842105263158,finance_bill_english_holds_economy_large_represents_chch,0.368421052631579,260,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1412534,"Hubbard, James, 1949-:[The New Zealand economy and the royal wedding] 2 March 2011",03/03/2011,2011-03,"Hubbard, James",Northern advocate (Newspaper),0,"NA 6","Text below the image reads More silence Prime Minister John Key and the Governor General Sir Anand Satyanand and several hangers on almost suffer coronaries when an official suggests in discussions about cost saving ideas that One of the National Projects we could reprioritise in the wake of the earthquake is to axe any Kiwi VIP attendance at the royal wedding","Key, John Phillip (Rt Hon), 1961- (name_authority) # New Zealand - Economic conditions (subject_authority) # Infrastructure (Economics) - Earthquake effects (subject_authority)","New Zealand - Economic conditions (subject_authority) # Infrastructure (Economics) - Earthquake effects (subject_authority)","Key, John Phillip (Rt Hon), 1961- (name_authority)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.123623011015912,0.184822521419829,0.00122399020807834,0.00122399020807834,0.368421052631579,0.00122399020807834,0.123623011015912,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.184822521419829,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834
DCDL-0017207,2.70992366412214,rubble_time_title_pm_plan_people_toilet,0.709923664122137,38,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1412897,"Bromhead, Peter, 1933-:[Time capsules unearthed after the Christchurch earthquake] 2 March 2011",02/03/2011,2011-03,"Bromhead, Peter",Marlborough Express (Newspaper),0,"ME 7","Text above the image reads Time capsules unearthed in Christchurch A man reads a newspaper which says Petrol is so cheap you can actually afford to run one of these new fangled motor cars Context when a bronze statue of Christchurch founder John Robert Godley which stood in Cathedral Square toppled during the Christchurch earthquake of 22 February 2011 a crane driver clearing rubble discovered two time capsules","Godley, John Robert, 1814-1861 (name_authority) # Statues (subject_authority) # Time capsules - New Zealand - Canterbury Region (subject_authority) # Fuel - Prices (subject_authority)","Statues (subject_authority) # Time capsules - New Zealand - Canterbury Region (subject_authority) # Fuel - Prices (subject_authority)","Godley, John Robert, 1814-1861 (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109051254089422,0.709923664122137,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.110141766630316,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.164667393675027
DCDL-0017208,1.658175842235,people_business_cbd_large_red_zone_owners_house,0.658175842235004,31,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1412898,"Bromhead, Peter, 1933-:[Business victims of Christchurch earthquake consider their options] 3 March 2011",03/03/2011,2011-03,"Bromhead, Peter",Marlborough Express (Newspaper),0,"ME 6","A man carrying a life saving ring printed with the words Marlborough Chamber of Commerce that is attached to a rope labelled Business lifeline shouts Ahoy Christchurch businesses Context enticing Christchurch businesses to other places after the earthquake Marlborough Chamber of Commerce general manager Brian Dawson said the chamber s first priority was supporting Christchurch businesses through their association with the Canterbury Chamber of Commerce","Business - Earthquake effects (subject_authority)","Business - Earthquake effects (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658175842235004,0.000821692686935086,0.0829909613804437,0.000821692686935086,0.206244864420707,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.0419063270336894
DCDL-0017209,2.83599088838269,rubble_time_title_pm_plan_people_toilet,0.835990888382688,27,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1412903,"Evans, Malcolm Paul, 1945-:[Time capsules discovered after Christchurch earthquake] 2 March 2011",02/03/2011,2011-03,"Evans, Malcolm Paul",Timaru herald (Newspaper),1,"MS 8; TH 10 ","Text above the image reads Time capsule discovered under founder s statue The statue of John Robert Godley the founder of Christchurch has toppled and a time capsule has been uncovered in the rubble by three rescue workers One of them reads the document he has pulled out of the capsule and it says Personally I favoured Akaroa Context the Christchurch earthquake of 22 February 2011 after which 2 time capsules were found under the John Robert Godfrey statue they have been sent to Museum experts to open Akaroa was largely unaffected by the earthquake","Godley, John Robert, 1814-1861 (name_authority) # Statues (subject_authority) # Time capsules - New Zealand - Canterbury Region (subject_authority)","Statues (subject_authority) # Time capsules - New Zealand - Canterbury Region (subject_authority)","Godley, John Robert, 1814-1861 (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387243735763098,0.835990888382688,0.000759301442672741,0.114654517843584,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741
DCDL-0017210,3.45762711864407,red_city_areas_red_zone_liquefaction_black_wearing,0.457627118644068,12,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1412904,"Evans, Malcolm Paul, 1945-:[Christchurch earthquake and entrepreneurship] 3 March 2011",03/03/2011,2011-03,"Evans, Malcolm Paul",Timaru herald (Newspaper),0,"TH 7","A small boy is being an entrepreneur after the Christchurch earthquake of 22 February 2011 and has set up a road side stall from which you can buy a bag of real leakyfakshun Behind him is a pile of liquefaction and a spade with which he can fill bags Context is the Christchurch earthquake of 22 February which has caused liquefaction in many areas of the city","Soil liquefaction (subject_authority)","Soil liquefaction (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130378096479791,0.00130378096479791,0.457627118644068,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.0664928292046936,0.00130378096479791,0.0664928292046936,0.00130378096479791,0.0664928292046936,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.327249022164276,0.00130378096479791
DCDL-0017211,9.82608695652174,buildings_people_heading_building_rebuild_refugees_city,0.826086956521739,46,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1412906,"Evans, Malcolm Paul, 1945-:[Leaving Christchurch after the earthquake] 3 March 2011",03/03/2011,2011-03,"Evans, Malcolm Paul",Manawatu standard (Newspaper),0,"MS 9","Two men working on the cleanup after the Christchurch earthquake of 22 February 2011 stop for a chat One says Did I tell you my family was on the first ship and the other replies Blow that I got mine out on the first plane Context the 22 February earthquake in Christchurch The first man is talking about his ancestors coming to New Zealand in the 1840s and the second man is talking about sending his family out of Christchurch after the earthquake quake refugees",,,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.151424287856072,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.826086956521739,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259
